Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Ireland,IRL,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Italy,ITA,0.2,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Jamaica,JAM,1.2,1.5,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.3,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Jordan,JOR,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Kazakhstan,KAZ,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Kenya,KEN,4.8,9,5.3,5.2,5,4.9,4.7,4.5,4.4,4.2,4,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Kyrgyz Republic,KGZ,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Lao PDR,LAO,0.1,0.1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Latvia,LVA,0.1,0.2,0.4,0.4,0.5,0.5,0.6,0.6,0.6,0.7,0.7,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Lebanon,LBN,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Lesotho,LSO,1.8,21.5,24.8,24.7,24.6,24.2,23.6,23,22.3,21.6,20.9,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Liberia,LBR,1.7,2.7,1.5,1.4,1.4,1.3,1.2,1.2,1.1,1.1,1.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Libya,LBY,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Lithuania,LTU,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Luxembourg,LUX,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Madagascar,MDG,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Malawi,MWI,8,15.1,10.2,10,9.7,9.5,9.2,8.8,8.4,8.1,7.7,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Malaysia,MYS,0.1,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Mali,MLI,1,1.7,1.1,1.1,1,1,1,0.9,0.9,0.8,0.8,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Mauritius,MUS,0.1,0.7,1.6,1.6,1.5,1.5,1.5,1.5,1.4,1.4,1.4,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Mexico,MEX,0.1,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Moldova,MDA,0.1,0.3,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Mongolia,MNG,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Montenegro,MNE,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Morocco,MAR,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Myanmar,MMR,0.1,0.6,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.8,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Namibia,NAM,2,14.1,13.3,13.1,13.1,12.9,12.8,12.6,12.4,12.1,11.8,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Nepal,NPL,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Netherlands,NLD,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,New Zealand,NZL,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Nicaragua,NIC,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Niger,NER,0.2,0.7,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Nigeria,NGA,1,2.1,1.6,1.6,1.5,1.5,1.5,1.4,1.4,1.4,1.3,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Norway,NOR,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Oman,OMN,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Pakistan,PAK,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Panama,PAN,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Papua New Guinea,PNG,0.1,0.3,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Paraguay,PRY,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Peru,PER,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Philippines,PHL,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Portugal,PRT,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Qatar,QAT,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Romania,ROU,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Rwanda,RWA,2.8,4.6,3.1,3.1,3,2.9,2.8,2.7,2.6,2.5,2.3,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Sao Tome and Principe,STP,1.5,2.4,0.9,0.8,0.8,0.7,0.7,0.6,0.6,0.5,0.5,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Senegal,SEN,0.1,0.7,0.5,0.5,0.4,0.4,0.4,0.4,0.3,0.3,0.3,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Serbia,SRB,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Sierra Leone,SLE,0.7,1.8,1.7,1.6,1.6,1.6,1.6,1.5,1.5,1.5,1.4,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Singapore,SGP,0.1,0.1,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Slovak Republic,SVK,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Slovenia,SVN,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Somalia,SOM,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,South Africa,ZAF,0.8,11.3,17.5,17.9,18.2,18.4,18.5,18.6,18.6,18.4,18.3,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,South Sudan,SSD,0.6,1.9,1.9,1.9,1.9,2,2,2,2,2.1,2.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Spain,ESP,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Sri Lanka,LKA,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Sudan,SDN,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Suriname,SUR,0.2,1,1.4,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Switzerland,CHE,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Syrian Arab Republic,SYR,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Tajikistan,TJK,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Tanzania,TZA,4.9,7.2,5.2,5.2,5.1,5.1,5,4.9,4.8,4.6,4.5,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Thailand,THA,0.8,2.1,1.4,1.4,1.3,1.3,1.3,1.2,1.2,1.1,1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Timor-Leste,TLS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Togo,TGO,0.7,3.7,2.6,2.5,2.4,2.3,2.2,2.1,2,2,1.9,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Trinidad and Tobago,TTO,0.3,1.2,1.3,1.3,1.3,1.2,1.2,1.1,1.1,1.1,1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Tunisia,TUN,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Turkiye,TUR,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Uganda,UGA,9.6,7.6,6.2,6.1,6,5.9,5.8,5.7,5.5,5.4,5.2,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Ukraine,UKR,0.1,0.7,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,United States,USA,..,..,0.4,0.4,0.4,0.4,0.4,0.4,0.4,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Uruguay,URY,0.1,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Uzbekistan,UZB,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,"Venezuela, RB",VEN,0.1,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Vietnam,VNM,0.1,0.2,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,"Yemen, Rep.",YEM,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Zambia,ZMB,8.9,14.6,12.9,12.8,12.6,12.4,12.2,12,11.6,11.2,10.8,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Zimbabwe,ZWE,15.1,23,14.7,14.5,14.2,13.8,13.4,13,12.5,12.1,11.6,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Africa Eastern and Southern,AFE,3.138248768,6.267458207,5.290039989,5.26945574,5.193380279,5.120939846,4.992186666,4.872240543,4.736052103,4.586121362,4.425593161,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Africa Western and Central,AFW,1.246159726,2.580915824,1.802767536,1.754983499,1.679149829,1.643681097,1.611808381,1.52790426,1.490042318,1.465267936,1.387327836,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Arab World,ARB,0.1,0.13344741,0.11851876,0.118478735,0.118479713,0.120543063,0.120498354,0.120434592,0.120628763,0.106892626,0.107693099,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Caribbean small states,CSS,0.695554034,1.276092667,1.375627792,1.369975131,1.370140658,1.293191271,1.293259013,1.262246104,1.248090354,1.248184972,1.220977051,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Early-demographic dividend,EAR,0.259787758,0.860068159,0.7781881,0.785079263,0.797487177,0.753726945,0.741524981,0.736790897,0.730871668,0.728947259,0.709660478,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Euro area,EMU,..,..,0.237386556,0.238273492,0.238592942,0.238338622,0.220041914,0.220193517,0.220469303,0.223064859,0.257980527,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,European Union,EUU,..,..,0.22232772,0.223076475,0.223329857,0.223108144,0.206894686,0.213145554,0.213417597,0.215752004,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Fragile and conflict affected situations,FCS,1.148749439,1.992521793,1.349938796,1.337744052,1.28549639,1.271788783,1.237316081,1.187764411,1.158518103,1.13954814,1.075279938,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Heavily indebted poor countries (HIPC),HPC,2.354043737,3.375836198,2.286115416,2.243880607,2.179042588,2.146418177,2.094484673,2.036482505,1.963764142,1.910536033,1.830283673,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,IDA & IBRD total,IBT,0.497396542,1.141356982,1.001734939,1.00638585,1.005657625,0.974308661,0.963405961,0.947835474,0.93947599,0.935495676,0.909763974,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,IDA blend,IDB,1.347850365,2.496532635,1.656031667,1.650736442,1.598587949,1.587011083,1.560028094,1.498768345,1.472754913,1.483175268,1.414587136,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,IDA only,IDX,1.421234773,2.102472109,1.555198879,1.541822902,1.509318154,1.491336912,1.460121244,1.42743322,1.384126126,1.353721669,1.304091892,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,IDA total,IDA,1.396823828,2.235296445,1.589496488,1.57880955,1.539556169,1.523621782,1.493724548,1.451370501,1.413799001,1.396990784,1.340991626,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Latin America & Caribbean,LCN,0.196791834,0.367055015,0.456648595,0.4626256,0.464721943,0.483288743,0.484065128,0.48810113,0.488581093,0.523508925,0.519434548,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Latin America & Caribbean (excluding high income),LAC,0.204652688,0.366642543,0.451183018,0.457846551,0.457050349,0.477769149,0.478673354,0.480286802,0.480813137,0.518313807,0.514204977,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,0.198639147,0.369457289,0.4566261,0.462765357,0.464878819,0.483828445,0.484588742,0.48713435,0.487629338,0.523148235,0.519069091,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Least developed countries: UN classification,LDC,1.4627782,2.123544302,1.630362048,1.61866891,1.582569196,1.559986586,1.528980765,1.495264323,1.453978645,1.419983963,1.370179216,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Low & middle income,LMY,0.505180775,1.15699446,1.011075961,1.015709598,1.014465724,0.982569023,0.971309046,0.954696509,0.945949171,0.941660463,0.915465238,..
